linha,palavra_chave,score
92,cpf,0.2877685198673813
92,vinculado,0.5485040066141189
93,atrelado,0.5364346366582665
93,cartao,0.2672026205618906
93,contrato,0.43363919796159944
93,cpf,0.2904508822471515
93,identifico,0.606989267739755
94,consigo,0.5440371410007919
94,cpf,0.3158778404093025
94,investimentos,0.5552192074863084
94,transferir,0.5440371410007919
95,consigo,0.5440371410007919
95,cpf,0.3158778404093025
95,investimentos,0.5552192074863084
95,transferir,0.5440371410007919
96,cpf,0.3764658223592776
96,investimentos,0.6617148428808994
96,transferir,0.6483879635730907
97,base,0.44490066021560354
97,consta,0.43863485365182037
97,cpf,0.27163229949451867
97,dados,0.44490066021560354
97,erro,0.4678329427255283
97,nao,0.34507173430082494
98,consorcio,0.5513407737307208
98,cpf,0.30654420563514434
98,maxima,0.48248366979786406
98,quantidade,0.6076705600832694
99,consorcios,0.5201578290532693
99,cpf,0.2489011064707331
99,maxima,0.3917566114744404
99,permitida,0.5201578290532693
99,quantidade,0.4934031438011808
100,consigo,0.47068151348652315
100,cpfs,0.5711182840686858
100,investimentos,0.4803558382350648
100,transferir,0.47068151348652315
101,cpf,0.33710522179404456
101,fazer,0.3842341993790913
101,investimentos,0.5925306246283732
101,transferencia,0.6226006812911519
102,cadastro,0.4306443330735878
102,cpf,0.3032212268932603
102,especiais,0.6010833328054234
102,ocorrencias,0.6010833328054234
103,cadastro,0.36376003562457326
103,cpf,0.256127286082205
103,especiais,0.5077277877874117
103,ocorrencias,0.5077277877874117
103,resolver,0.535259223950018
104,acerto,0.7521191152150869
104,cadastro,0.538853461885203
104,cpf,0.3794124182764802
105,acerto,0.6903318565302403
105,cadastro,0.49458616755748896
105,cpf,0.34824334842829796
105,fazer,0.3969294912144399
106,alterar,0.38976042364965063
106,cadastro,0.4398214437662435
106,cpf,0.30968292753541604
106,documento,0.5333676281147626
106,principal,0.523697782535069
107,adicionais,0.5764534695594784
107,cpf,0.29079649816755765
107,documentos,0.5764534695594784
107,excluir,0.5008394867811089
108,adicionais,0.5450689970916723
108,cpf,0.2749643535584732
108,documentos,0.5450689970916723
108,trocar,0.5746252527440191
109,alterar,0.38510551210478494
109,cliente,0.3352980816924338
109,conversao,0.6065608073197776
109,cpf,0.30598438210298345
109,documento,0.5269976146933877
110,boleto,0.56064579449865
110,consulta,0.4997243643070737
110,cpf,0.3315317283000615
110,emissao,0.5709978686118213
111,cpf,0.26764986195909324
111,credito,0.3485718202288154
111,erro,0.4609739812732792
111,inss,0.5305692899525007
111,salario,0.5593393019304207
112,cada,0.4517572497003267
112,cliente,0.2497249037313961
112,conjunta,0.4343767453013339
112,cpf,0.22789250680554235
112,fazer,0.25975300658623207
112,possivel,0.3732602011051365
112,previdencia,0.3545219841220198
112,quer,0.400567183999638
113,cada,0.4407004646167805
113,cliente,0.24361287212061639
113,conjunta,0.4237453490785327
113,conta,0.2576374380275508
113,corrente,0.3384682988922322
113,cpf,0.22231482438523598
113,fazer,0.253395536572117
113,previdencia,0.3458450378451647
113,quer,0.39076327876525985
114,conjunta,0.4576069113854476
114,cpf,0.24008003949388929
114,fazer,0.27364441663319516
114,possivel,0.39322189693267645
114,previdencias,0.5017234110080122
114,separadas,0.5017234110080122
115,cliente,0.31379966700678297
115,consultar,0.3213037663376178
115,cpf,0.2863654832993312
115,fundo,0.5984515304928353
115,rentabilidade,0.5984515304928353
116,cadastro,0.31143092580252113
116,cliente,0.2402892874506954
116,cnpj,0.3494455803304909
116,cpf,0.21928180672984246
116,federal,0.35915692194530774
116,receita,0.3338506116589587
116,regular,0.3854321366479859
116,regularizar,0.3708224952813035
116,status,0.3854321366479859
117,alterar,0.46077314723034246
117,cadastro,0.5199550764182539
117,cpf,0.3661058653103905
117,principal,0.6191133342802941
118,bloqueio,0.6162014655802537
118,cliente,0.4059983362433354
118,cpf,0.3705036110651259
118,receita,0.5640817130275478
119,bloqueio,0.3318733535637158
119,cnpj,0.3179940934511671
119,conta,0.23125048415548274
119,corrente,0.30380273375386274
119,cpf,0.19954557523790195
119,federal,0.3268313758402522
119,irregularidade,0.34367780946937715
119,junto,0.3318733535637158
119,quais,0.2296944682684587
119,receita,0.30380273375386274
119,regras,0.3507417171062964
120,alterar,0.38354083203448935
120,auto,0.2798609351133846
120,cpf,0.30474117043903826
120,gravame,0.6040963564698052
120,nome,0.562827414310199
121,alterar,0.4026949341704328
121,auto,0.29383724346779827
121,gravame,0.6342650434656488
121,nome,0.5909351224815081
122,cpf,0.20189790322804443
122,creditos,0.42192972350589064
122,feitos,0.42192972350589064
122,imobiliarios,0.42192972350589064
122,podem,0.3728858646331898
122,quantos,0.4002274702274058
122,ser,0.35487640943147647
123,atrelado,0.5403812998001238
123,cartao,0.2691684867866159
123,contratar,0.3272843567313318
123,platinum,0.4662653591602577
123,visa,0.5576898252913052
124,cartao,0.35753280580848135
124,mensalidade,0.6989963113641922
124,platinum,0.6193338756034327
125,cartao,0.31677304528633143
125,mensalidade,0.6193087364222376
125,platinum,0.5487280457530295
125,valor,0.4636906927847229
126,cartao,0.3002687904436945
126,desconto,0.5428407766512037
126,mensalidade,0.5870420099305783
126,platinum,0.5201386577316336
127,cartao,0.2571580913853777
127,desconto,0.46490312177800663
127,funcionarios,0.5162692904207359
127,mensalidade,0.5027582207718372
127,platinum,0.44546042990472234
128,cartao,0.2406715531923628
128,desconto,0.4350979422794595
128,funcionarios,0.48317099929348206
128,mensalidade,0.47052613130518456
128,platinum,0.4169017314343127
128,valor,0.3522937348803439
129,caractetisticas,0.750529966461173
129,cartao,0.3303906419884771
129,platinum,0.5723170390004412
130,anuidade,0.602719900888158
130,cartao,0.3219394183570663
130,platinum,0.5576774618757709
130,valor,0.4712532021080399
131,anuidade,0.5260436349880497
131,cartao,0.2809832255894191
131,descodnto,0.6382938984244413
131,platinum,0.486731363546725
132,anuidade,0.5825538766964733
132,mastercard,0.6083502728346403
132,platinum,0.5390184841802079
133,falar,1.0
134,falar,1.0
135,contato,1.0
136,atendimento,1.0
137,ativos,0.607746710322972
137,colaboradores,0.607746710322972
137,telefone,0.5111632539445798
138,falar,1.0
139,assistencia,1.0
140,normas,1.0
141,previdencia,1.0
142,falar,0.6343479355132229
142,preciso,0.7730476678123491
143,falar,1.0
144,previdencia,1.0
145,acessar,0.6816733763687506
145,intranet,0.7316566188793947
146,falar,1.0
147,abro,0.8052987712781267
147,chamado,0.5928692005644579
148,falar,1.0
149,acessar,0.5760622820836706
149,externo,0.5945136768629521
149,site,0.5609863948291856
150,ponto,1.0
151,falar,1.0
152,falar,0.6343479355132229
152,preciso,0.7730476678123491
153,falar,0.6343479355132229
153,preciso,0.7730476678123491
154,falar,1.0
155,falar,1.0
156,falar,1.0
157,falar,1.0
158,falar,1.0
159,falar,1.0
160,assuntos,1.0
161,falar,1.0
162,ponto,1.0
163,atestado,0.5613059714544018
163,cadastrar,0.42680549669588275
163,enviar,0.4788373829305944
163,medico,0.522960261499849
164,falar,1.0
165,falar,1.0
166,fale,1.0
167,fale,1.0
168,fale,1.0
169,fale,1.0
170,fale,1.0
171,fale,1.0
172,falar,1.0
173,falar,1.0
174,tel,1.0
175,fone,1.0
176,cancelamento,0.41869442686257985
176,curso,0.9081271810237902
177,anexar,0.6107547948270218
177,atestado,0.5793401906643927
177,medico,0.5397624700521031
179,chat,1.0
180,acessar,0.6958744513790509
180,externo,0.7181634548749365
181,cargo,0.5193551255577874
181,funcao,0.5193551255577874
181,permanencia,0.5193551255577874
181,tempo,0.4368189106146443
182,externo,1.0
183,abrir,0.6729758347632838
183,chamado,0.7396644684075755
184,abrir,0.474750729924034
184,chamado,0.5217962193232193
184,ferias,0.7087597970656856
185,cancelamento,0.6957001577424753
185,cartao,0.6642495932756094
185,seguro,0.2734479262131684
186,abrir,0.6659758104723568
186,seguro,0.18017516430387492
186,sinistro,0.6102494070673222
186,vida,0.3893697358652066
187,guia,0.7201620816652035
187,remessa,0.5315535771432848
187,seguros,0.4458894153911022
188,capitalizacao,0.4851885061842718
188,gerar,0.5347595994105833
188,guia,0.4982274092375862
188,remessa,0.3677429961304034
188,seguros,0.3084782355148326
189,cancelo,0.6471099049313441
189,empresa,0.4210596259869335
189,seguro,0.13269216671645506
189,socio,0.5514719697006328
189,vida,0.2867560249237798
190,acidentes,0.6001273794574783
190,contratar,0.49243802733515935
190,pessoais,0.6079108221980427
190,seguro,0.1667223737662596
191,acidentes,0.5125287365602885
191,consultar,0.42184456817379495
191,pessoais,0.5191760554636805
191,proposta,0.5191760554636805
191,seguro,0.14238645078983228
192,empresa,0.39889497552552394
192,numero,0.5834373432439278
192,seguros,0.3795682915943492
192,sulamerica,0.5970021583085827
193,conta,0.28326697150620667
193,corrente,0.3721388114712096
193,debito,0.289346425676146
193,descubro,0.5108150722191793
193,seguro,0.09256924911215643
193,sendo,0.48454093826233474
193,trata,0.4396250095926282
194,cliente,0.38293100214358156
194,descontando,0.7302928218245307
194,saber,0.5500196772637371
194,seguro,0.13234272405980976
195,conta,0.2715598186042063
195,corrente,0.356758670456193
195,descontado,0.4897035740331465
195,quero,0.44664397771971714
195,saber,0.36882000438082696
195,seguro,0.08874345061677615
195,sendo,0.4645153248935994
196,auto,0.4379159604550155
196,reagendar,0.880691360543789
196,seguro,0.18058886743731203
197,auto,0.2942178417695937
197,fazer,0.36516436786197076
197,preciso,0.5631228852895617
197,reagendamento,0.6695240285785812
197,seguro,0.12133028165909744
198,cancelar,0.4420425237485813
198,cheque,0.5926387591842922
198,especial,0.6481881279178175
198,seguro,0.18229058981988772
199,cancelo,0.703930842035263
199,cheque,0.46927026183503057
199,especial,0.5132560228173727
199,seguro,0.1443435001324972
200,auto,0.3324083975910592
200,procedimento,0.6510102658477441
200,reagendar,0.6685054448037709
200,seguro,0.13707939757493162
201,declaracao,0.4547357867163566
201,morte,0.4748721980623034
201,natural,0.5032528758491102
201,seguro,0.09999104200100031
201,unificada,0.5517699649818637
202,azul,0.5404753090592469
202,novembro,0.5333730675824064
202,seguro,0.12675511140075654
202,valores,0.5764524916398592
202,vida,0.2739256791376545
203,cancelamento,0.552545040958482
203,fazer,0.6536411797726479
203,seguro,0.21718019452483198
203,vida,0.46933990766156536
204,azul,0.6614307010177335
204,novembro,0.6527390170867866
204,seguro,0.15512220592891654
204,vida,0.33522873467456826
205,beneficios,0.8676719773936328
205,seguro,0.2087744817601743
205,vida,0.45117463959269
206,cancelamento,0.9306890373648706
206,seguro,0.3658113116469341
207,cheque,0.5660190209522246
207,consultar,0.5158091255022003
207,especial,0.619073261529302
207,seguro,0.17410258708133303
208,aonde,0.6928064197153653
208,cheque,0.4081696812489983
208,consultar,0.37196214004852024
208,especial,0.4464283468832777
208,seguro,0.12554948657743403
209,assistencia,0.7543567162286943
209,patrimonial,0.6308726978143765
209,seguro,0.1815091838807934
210,auto,0.35171054332808777
210,reagendar,0.7073239271739845
210,seguro,0.14503926419897079
210,vistoria,0.5957819799218957
211,azul,0.6614307010177335
211,novembro,0.6527390170867866
211,seguro,0.15512220592891654
211,vida,0.33522873467456826
212,azul,0.5007916402968868
212,campanha,0.44044783466479415
212,funciona,0.48244573212289815
212,novembro,0.49421087129716623
212,seguro,0.11744828873846122
212,vida,0.25381305653640335
213,consultar,0.456596239397302
213,debito,0.4817258087453299
213,seguro,0.154116285657569
213,trata,0.7319209587462392
214,consultar,0.5210370618780916
214,seguro,0.17586718798336848
214,trata,0.8352192001745817
215,consultar,0.555137888527114
215,dados,0.8103774778898769
215,seguro,0.18737734134761236
216,cancelar,0.7135091872859823
216,seguro,0.2942386842996299
216,vida,0.6358680966364956
217,cancelamento,0.3125203995715772
217,inadimplencia,0.6182385393909917
217,ocorre,0.5586360298766109
217,seguros,0.37090319721843934
217,vida,0.2654594369770136
218,maximo,0.7741883674235001
218,seguro,0.14790501727422473
218,valor,0.5259200507900975
218,vida,0.319631941126334
219,cadastrado,0.6476412483680917
219,cancelamento,0.3147880475701655
219,indevidamente,0.682759463511326
219,seguro,0.12372879012141487
220,cancelamento,0.365903140753888
220,contratacao,0.5279352474362968
220,indevida,0.7528048434139886
220,seguro,0.1438197963885943
221,arrependimento,0.8960739854355771
221,cancelamento,0.4131372693144707
221,seguro,0.1623853728911062
222,maximo,0.5194831922633634
222,segurado,0.471328189937884
222,seguro,0.09924480108256649
222,valor,0.7057885092460949
223,debitado,0.9614177106621199
223,seguro,0.2750926855174603
224,cancelamento,0.5044344898335754
224,seguro,0.19827013638028845
224,solicitar,0.7229417318232279
224,vida,0.42847409592006186
225,conta,0.4916458145731769
225,corrente,0.6458941828876364
225,debitado,0.5615083552963692
225,seguro,0.1606656915989102
226,debito,0.34425521333654735
226,falta,0.5764914623776619
226,motivo,0.5764914623776619
226,seguro,0.11013596081942752
226,verificar,0.452408671265615
227,debitado,0.9614177106621199
227,seguro,0.2750926855174603
228,caracteristicas,0.7221566807623812
228,odonto,0.6712732926885863
228,seguro,0.16697872605000952
229,caracteristicas,0.49462522873418235
229,especial,0.40667061854061004
229,odonto,0.45977377871616015
229,plano,0.49462522873418235
229,quais,0.3476186416135093
229,seguro,0.11436838122031362
230,ocorre,0.6571430575240697
230,seguro,0.1444980161777787
230,teimosinha,0.6706498878596092
230,vida,0.31226919986207013
231,cancelamento,0.6279358912968063
231,residencial,0.7380920763759823
231,seguro,0.2468128910982504
232,cancelamento,0.3937640202479747
232,falecido,0.7789574475028059
232,residencial,0.46284040669624354
232,seguro,0.1547706343830182
233,seguro,0.1663880739463243
233,temosinha,0.9181616662605101
233,vida,0.3595749761289794
234,cancelar,0.3780006603037097
234,falecido,0.7845451284667287
234,residencial,0.4661604911734146
234,seguro,0.15588084769478336
235,acatado,0.7869063041426178
235,cancelamento,0.3628052225417456
235,nao,0.4783465969858961
235,seguro,0.14260214636902663
236,efetuado,0.5158922204103198
236,pagamento,0.37843039930879957
236,premio,0.5324163555922311
236,protecao,0.3910116934342591
236,seguros,0.31941542941511647
236,vida,0.2286090836913725
237,abrir,0.41740844409894357
237,chamado,0.458771591734608
237,debitado,0.3946669663187348
237,nao,0.3788038013912211
237,seguro,0.11292697694832209
237,sobre,0.5507195121273927
238,auto,0.5051768175775843
238,cotacao,0.8374942585763964
238,seguro,0.20832606614093244
239,cota,0.6526286524013093
239,seguro,0.11826852336092725
239,valor,0.4205387278886326
239,ver,0.6190602368046969
240,cancelar,0.9244768972409945
240,seguro,0.3812380705906271
241,adesao,0.5002615685311251
241,proposta,0.4010930076212785
241,segunda,0.43781756126208504
241,seguro,0.11000162505724069
241,solicitar,0.4010930076212785
241,via,0.4095016736752475
241,vida,0.23772035318388304
242,acho,0.5562843080605883
242,onde,0.44270943605128626
242,proposta,0.36757489078761735
242,segunda,0.40123048571758324
242,seguro,0.10080912543619874
242,via,0.3752808703178704
242,vida,0.21785478978498157
243,cancelar,0.4366853931009765
243,onde,0.7908384884038092
243,seguro,0.18008140302669695
243,vida,0.3891671119138412
244,cliente,0.4762177483650459
244,conta,0.5036331601200157
